idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity
5712,3712,684.894951,684.892291,684.903791,738.8458,737.4116,740.224,97,97,183677.1567,pos
5713,3713,685.090505,685.088433,685.093146,835.59655,834.277,836.9194,96,96,154790.9741,pos
5714,3714,685.347627,685.345018,685.35025,389.6542,388.7576,390.509,99,99,402375.4354,pos
5715,3715,685.40061,685.39799,685.403222,641.3987,640.0066,642.6052,98,98,231193.7873,pos
5716,3716,685.395695,685.391716,685.401901,738.3009,733.8796,740.7023,80,80,108071.5123,pos
5717,3717,685.430801,685.427537,685.433148,908.7001,907.9121,912.5751,87,87,96143.52859,pos
5718,3718,685.444833,685.442061,685.447642,772.60645,771.6466,773.4168,84,84,93269.55799,pos
5719,3719,685.426933,685.423842,685.438469,836.2949,833.966,846.0772,55,55,50376.29309,pos
5720,3720,685.549246,685.545974,685.551056,1142.817,1138.5793,1148.9624,62,62,54998.79749,pos
5721,3721,685.904404,685.902065,685.90643,393.4183,392.2868,394.1376,99,99,718469.6049,pos
5722,3722,686.405711,686.402928,686.409221,393.49085,392.3288,394.3181,98,98,409282.5177,pos
5723,3723,686.408716,686.40352,686.413129,731.9315,729.9029,733.1706,96,96,201776.763,pos
5724,3724,686.638177,686.635236,686.640179,1094.40845,1092.2922,1097.3086,64,64,74425.00071,pos
5725,3725,686.90904,686.904188,686.916601,392.71965,390.0938,395.0118,98,98,152332.727,pos
5726,3726,686.910603,686.907876,686.913524,731.94265,730.2861,733.0084,86,86,124815.1627,pos
5727,3727,687.42376,687.421031,687.427589,649.4024,647.8347,651.4963,89,89,102011.5195,pos
5728,3728,687.543708,687.540612,687.546246,1153.1675,1146.6369,1160.9491,97,97,519317.2353,pos
5729,3729,687.565003,687.561601,687.566752,1111.59695,1109.7001,1114.309,92,92,212469.372,pos
5730,3730,688.381599,688.379476,688.384213,393.4372,392.6792,394.5347,99,99,607950.5414,pos
5731,3731,688.54721,688.544004,688.549656,1153.1315,1146.6369,1159.9794,93,93,244454.4555,pos
5732,3732,688.568525,688.564924,688.570168,1111.6095,1109.2322,1114.309,74,74,97278.58979,pos
5733,3733,688.885986,688.881158,688.892541,392.79535,391.4647,394.638,98,98,368305.0199,pos
5734,3734,689.360347,689.357714,689.364236,443.1512,441.7463,444.4257,93,93,124857.4556,pos
5735,3735,689.39365,689.37991,689.403102,391.1699,387.948,395.0613,94,94,129742.1446,pos
5736,3736,689.554313,689.552064,689.560272,886.0127,885.429,918.4996,101,101,1421940.36,pos
5737,3737,689.861648,689.858921,689.86533,442.8046,441.4687,444.3428,60,60,31729.76857,pos
5738,3738,690.410931,690.408057,690.422287,753.7119,752.3678,756.8481,71,71,57459.68591,pos
5739,3739,690.422559,690.42021,690.425211,442.08535,441.3646,442.6733,92,92,77506.75368,pos
5740,3740,690.455488,690.453079,690.458201,952.04345,950.5192,955.8589,84,84,89337.23211,pos
5741,3741,690.557916,690.555401,690.560201,886.01715,885.3114,886.9697,100,100,542774.7152,pos
5742,3742,690.957236,690.954771,690.960178,952.0916,950.5323,955.8589,74,74,65101.08521,pos
5743,3743,691.347058,691.344302,691.348829,432.7766,431.8373,434.167,81,81,85954.34693,pos
5744,3744,691.560843,691.558762,691.563344,886.0127,885.229,886.7584,69,69,106263.4513,pos
5745,3745,692.401981,692.399808,692.404205,333.8529,332.8781,334.386,99,99,2048479.207,pos
5746,3746,693.405616,693.403188,693.407329,333.8983,332.8781,334.8569,99,99,631428.6764,pos
5747,3747,693.41124,693.373116,693.415331,758.9651,740.2233,760.8652,69,69,99164.00066,pos
5748,3748,693.554,693.551402,693.556833,990.8877,985.9832,997.2345,67,67,78380.73488,pos
5749,3749,693.890096,693.887329,693.892829,462.4065,461.0113,463.4456,97,97,114697.7252,pos
5750,3750,694.070037,694.068106,694.072851,736.5625,735.326,738.9331,82,82,99462.78088,pos
5751,3751,694.417706,694.415425,694.41983,393.3813,392.2868,394.509,100,100,1085840.214,pos
5752,3752,694.407536,694.404589,694.408772,333.1302,332.2851,334.4198,82,82,90670.11266,pos
5753,3753,694.403902,694.400181,694.406234,736.0785,734.6853,737.3763,71,71,98632.86191,pos
5754,3754,694.919394,694.917184,694.921397,393.30315,392.4044,394.509,100,100,728027.3785,pos
5755,3755,695.340995,695.338321,695.345892,389.3238,387.391,391.0098,59,59,33556.39607,pos
5756,3756,695.37782,695.375415,695.380248,442.4065,441.57,443.0996,97,97,208415.8024,pos
5757,3757,695.42086,695.418356,695.422926,393.2369,392.294,394.159,99,99,268039.1815,pos
5758,3758,695.505143,695.502359,695.50782,842.89825,842.126,843.8165,98,98,190252.3993,pos
5759,3759,695.569578,695.566508,695.57191,1092.97725,1086.5083,1099.74,98,98,2543849.504,pos
5760,3760,696.368064,696.366153,696.371454,462.41405,461.5336,463.369,98,98,286198.9932,pos
5761,3761,696.364608,696.362256,696.366952,392.9763,391.8773,394.2652,98,98,286062.61,pos
5762,3762,696.43322,696.431018,696.435022,346.43575,345.8089,347.0121,100,100,2157548.272,pos
5763,3763,696.520591,696.518605,696.522743,762.9421,762.2593,763.5783,99,99,466280.6197,pos
5764,3764,696.573039,696.569875,696.575187,1092.8495,1086.5083,1099.74,97,97,1186322.216,pos
5765,3765,696.869966,696.867562,696.872158,462.3771,461.4644,463.2575,98,98,190144.8085,pos
5766,3766,696.895148,696.892985,696.897239,393.4658,392.7796,394.137,99,99,2656964.007,pos
5767,3767,696.93847,696.9363,696.941152,741.5339,740.5252,742.9389,100,100,349009.5467,pos
5768,3768,697.357162,697.354903,697.359258,333.49745,332.6008,334.1655,100,100,4385761.333,pos
5769,3769,697.396946,697.394835,697.399147,393.4613,392.2868,394.509,100,100,1720848.834,pos
5770,3770,697.436818,697.434537,697.438523,346.37915,345.6918,346.9422,100,100,639921.6855,pos
5771,3771,697.443625,697.441257,697.44613,759.64335,756.7426,761.0412,98,98,677664.992,pos
5772,3772,697.520677,697.518062,697.522953,869.3898,868.6934,870.1639,100,100,2213446.088,pos
5773,3773,697.576476,697.573231,697.578665,1092.9013,1087.0537,1099.74,89,89,262119.169,pos
5774,3774,697.585261,697.582641,697.5876,1194.8484,1187.1462,1204.1788,83,83,178077.022,pos
5775,3775,697.898455,697.896053,697.900334,393.4137,392.2868,394.2846,99,99,662164.1081,pos
5776,3776,697.942031,697.938777,697.945126,741.3367,740.1947,743.3064,82,82,75058.6394,pos
5777,3777,698.360769,698.358355,698.362873,333.5657,332.6523,334.4198,100,100,1271523.057,pos
5778,3778,698.399798,698.39731,698.402806,393.3375,392.3421,394.629,97,97,183592.5843,pos
5779,3779,698.439429,698.436242,698.441206,346.02055,345.0888,346.7458,98,98,130378.7524,pos
5780,3780,698.447932,698.445366,698.450329,760.3365,758.8273,761.305,99,99,187719.1953,pos
5781,3781,698.523939,698.521522,698.526264,869.37235,868.6934,870.3506,100,100,816794.8613,pos
5782,3782,698.588963,698.58599,698.590774,1195.2467,1186.8383,1203.6995,71,71,86088.3512,pos
5783,3783,698.955168,698.95149,698.957297,861.0632,859.4815,862.6951,69,69,48329.72075,pos
5784,3784,699.363151,699.360825,699.365633,333.3313,332.1118,333.919,99,99,266942.9957,pos
5785,3785,699.373554,699.370804,699.377778,393.481,392.7784,394.1906,99,99,4046136.273,pos
5786,3786,699.416467,699.414209,699.423608,741.301,740.1591,742.3358,99,99,1431512.117,pos
5787,3787,699.43306,699.43058,699.459049,834.8251,832.4593,862.3901,61,61,71795.73391,pos
5788,3788,699.529509,699.52658,699.532869,869.84025,866.5789,872.4292,98,98,204875.2074,pos
5789,3789,699.76594,699.763238,699.769624,834.8485,833.1371,836.0439,95,95,151135.1352,pos
5790,3790,699.875257,699.872607,699.878839,393.52705,392.7865,394.5347,100,100,2563405.917,pos
5791,3791,699.918165,699.915798,699.921089,741.3418,740.5408,742.3358,99,99,1042079.481,pos
5792,3792,700.100062,700.097603,700.102936,834.66175,833.0802,836.6928,72,72,76672.76012,pos
5793,3793,700.377307,700.374533,700.381273,393.6103,392.7669,395.729,100,100,1033931.968,pos
5794,3794,700.419772,700.417692,700.422586,741.2153,739.6484,742.9088,100,100,422077.3188,pos
5795,3795,700.879091,700.875144,700.882393,393.535,392.4129,394.5457,99,99,292135.1179,pos
5796,3796,700.921298,700.917985,700.923933,741.16725,739.1867,742.4355,84,84,94526.84977,pos
5797,3797,701.388368,701.386229,701.390244,346.55455,345.8332,347.2429,100,100,4125820.876,pos
5798,3798,701.475865,701.473698,701.477947,763.1143,762.3829,764.0004,99,99,3860110.519,pos
5799,3799,701.554272,701.55184,701.556546,876.2573,875.5695,877.1669,99,99,4802381.275,pos
5800,3800,702.391858,702.389735,702.393708,346.5789,345.7778,347.2429,100,100,1243541.025,pos
5801,3801,702.47931,702.476935,702.48155,763.1676,762.4498,763.9203,99,99,1344358.524,pos
5802,3802,702.557734,702.555097,702.560064,876.2573,875.5695,877.1669,99,99,1864026.587,pos
5803,3803,703.394414,703.391695,703.396557,346.2301,344.9976,346.8577,99,99,262033.5913,pos
5804,3804,703.481954,703.479772,703.484169,762.9524,761.6409,763.8379,99,99,298897.4187,pos
5805,3805,703.492066,703.490643,703.494028,793.9693,792.7784,796.3396,84,84,147741.034,pos
5806,3806,703.569279,703.560501,703.572233,903.3315,873.7072,904.799,131,100,6195028.743,pos
5807,3807,703.884191,703.881627,703.886826,392.1829,390.5515,393.386,98,98,177078.4516,pos
5808,3808,704.385814,704.382602,704.388778,392.1567,390.8569,393.9104,90,90,100996.6937,pos
5809,3809,704.573075,704.562478,704.575489,903.3468,875.0249,904.4041,116,99,2462701.35,pos
5810,3810,704.883719,704.880438,704.887076,392.8479,391.5011,394.2379,93,93,108903.1411,pos
5811,3811,705.578433,705.57565,705.581411,905.1501,903.3562,945.6087,100,100,607366.6838,pos
5812,3812,706.363406,706.360535,706.366352,392.1895,390.7676,393.6864,98,98,239714.0408,pos
5813,3813,706.406344,706.403614,706.409185,738.51685,736.9206,739.8503,100,100,284791.8201,pos
5814,3814,706.53346,706.530753,706.535556,903.9776,903.0881,904.8154,79,79,141825.7486,pos
5815,3815,706.865202,706.861952,706.867431,392.1011,390.2012,393.4137,87,87,132171.9566,pos
5816,3816,706.907968,706.905082,706.923733,738.4134,737.2808,739.663,97,97,205617.7839,pos
5817,3817,707.360716,707.357537,707.363155,393.2791,392.4786,394.2379,99,99,368844.7812,pos
5818,3818,707.413539,707.411246,707.416039,641.4819,640.531,643.0526,98,98,272639.4267,pos
5819,3819,707.407899,707.403198,707.412213,739.7849,737.4129,742.0608,89,89,119157.9625,pos
5820,3820,707.91753,707.915088,707.919515,396.8431,396.0242,397.6711,99,99,552300.3649,pos
5821,3821,708.418657,708.414858,708.422324,396.9713,395.4424,398.0793,99,99,343776.0629,pos
5822,3822,708.421363,708.418974,708.424632,731.5898,730.3287,732.6704,98,98,241514.6616,pos
5823,3823,708.922952,708.920045,708.926156,731.5589,730.3287,732.9028,95,95,159668.3799,pos
5824,3824,708.922158,708.915611,708.92855,396.3195,394.4452,398.3464,93,93,116314.9475,pos
5825,3825,709.079893,709.075626,709.083109,735.9951,734.6941,737.9929,55,55,30382.28994,pos
5826,3826,710.394789,710.392397,710.397177,396.8538,396.0242,397.6684,99,99,488199.2173,pos
5827,3827,710.899492,710.891985,710.905475,396.2751,394.4277,397.745,98,98,283352.0627,pos
5828,3828,711.373181,711.370666,711.377135,445.7235,444.6286,446.877,96,96,124107.0282,pos
5829,3829,711.40713,711.392008,711.415113,394.5747,392.7865,398.263,83,83,97135.44552,pos
5830,3830,711.536159,711.533714,711.538901,886.0097,885.2522,886.9697,100,100,855747.4435,pos
5831,3831,711.546692,711.540924,711.566415,1095.9596,1086.5083,1112.2032,87,87,336589.091,pos
5832,3832,711.875184,711.872628,711.878827,445.5209,444.3857,446.8358,59,59,33384.14682,pos
5833,3833,712.423138,712.416006,712.427443,753.13105,750.3248,754.7326,62,62,35527.53203,pos
5834,3834,712.468641,712.46562,712.471295,949.16585,947.6112,951.8953,70,70,56287.64128,pos
5835,3835,712.539593,712.537198,712.542154,885.67535,884.8501,886.779,100,100,339534.0259,pos
5836,3836,712.549026,712.544052,712.569602,1095.6768,1088.8792,1111.259,71,71,152436.0827,pos
5837,3837,713.252337,713.24934,713.258584,627.9265,624.9247,629.9129,104,104,135808.629,pos
5838,3838,713.331072,713.328969,713.333415,333.3559,332.2555,334.2272,99,99,208645.9833,pos
5839,3839,713.439082,713.435253,713.443124,650.8436,631.713,652.5466,75,75,64994.75775,pos
5840,3840,713.542653,713.540023,713.545328,885.5658,884.5078,886.8826,79,79,60740.62678,pos
5841,3841,714.10647,714.103336,714.108872,834.5231,832.8856,835.9364,92,92,125187.5102,pos
5842,3842,714.441307,714.438175,714.444031,833.9133,832.4593,835.9458,97,97,143060.5892,pos
5843,3843,714.775389,714.772878,714.778425,833.9374,832.5278,835.9364,66,66,63944.71842,pos
5844,3844,715.367494,715.364968,715.370385,312.4465,311.6822,313.4885,75,75,76002.36656,pos
5845,3845,715.454854,715.45249,715.457298,756.75615,755.6538,758.2662,100,100,620380.0213,pos
5846,3846,715.493605,715.490877,715.49687,507.16165,504.0702,511.6667,64,64,91456.79631,pos
5847,3847,715.604662,715.602374,715.607193,507.0153,504.3503,511.9927,63,63,105790.667,pos
5848,3848,715.716073,715.713793,715.718903,507.0541,503.874,511.9927,64,64,113004.309,pos
5849,3849,715.903083,715.900606,715.905723,464.40575,463.5798,465.7444,96,96,103222.32,pos
5850,3850,716.404569,716.40161,716.407197,464.35125,463.2421,465.4661,74,74,52310.30887,pos
5851,3851,716.4308,716.428258,716.432919,396.8165,396.0242,397.7327,99,99,855487.4339,pos
5852,3852,716.458537,716.455867,716.463564,756.5275,754.7289,758.4877,99,99,212611.3973,pos
5853,3853,716.932422,716.930226,716.93465,396.8626,395.9291,397.6711,99,99,578263.3282,pos
5854,3854,717.362424,717.360015,717.364432,346.278,345.3162,346.9368,99,99,320047.8093,pos
5855,3855,717.428863,717.42608,717.434404,853.15345,851.6982,855.0703,102,102,146575.2371,pos
5856,3856,717.433929,717.431131,717.436667,396.75065,395.7144,398.159,100,100,211894.1773,pos
5857,3857,717.450079,717.447286,717.452269,763.0696,761.9304,764.0192,95,95,278504.983,pos
5858,3858,717.470952,717.468755,717.474143,654.92185,653.9305,656.1339,94,94,332277.1327,pos
5859,3859,717.58544,717.582819,717.587824,918.8636,917.6301,919.9104,91,91,106274.5231,pos
5860,3860,718.365948,718.363044,718.367977,346.0938,345.1207,346.8556,58,58,67434.63385,pos
5861,3861,718.381164,718.378751,718.383718,464.5266,463.6064,465.2211,98,98,297396.0814,pos
5862,3862,718.377814,718.374817,718.381316,396.4726,394.8908,397.3157,93,93,191400.8036,pos
5863,3863,718.474471,718.472094,718.477436,655.11535,653.9894,657.0988,80,80,110519.6207,pos
5864,3864,718.452807,718.449426,718.455608,763.0674,761.6463,764.1387,78,78,91538.50648,pos
5865,3865,718.882931,718.879747,718.885167,464.55035,463.6048,465.4557,96,96,203009.0178,pos
5866,3866,718.908082,718.905796,718.910599,396.9521,396.0681,398.159,100,100,2080053.409,pos
5867,3867,718.951419,718.949021,718.95414,741.1601,740.0052,742.849,100,100,391316.4135,pos
5868,3868,719.409969,719.40775,719.412081,396.9877,396.0681,397.7327,99,99,1431003.802,pos
5869,3869,719.401874,719.39949,719.404521,341.2477,340.4831,341.8973,55,55,53640.33029,pos
5870,3870,719.475882,719.452725,719.489341,751.25105,740.9422,755.7768,100,100,647654.8203,pos
5871,3871,719.569996,719.56659,719.571989,1041.8617,1036.8165,1047.2762,71,71,127375.7388,pos
5872,3872,719.911392,719.909305,719.913642,396.9261,396.0242,397.7585,99,99,578553.6185,pos
5873,3873,719.95509,719.952481,719.958005,741.2125,739.7657,742.4275,81,81,91122.66111,pos
5874,3874,720.412965,720.410042,720.415396,396.74435,394.2879,397.8719,94,94,142293.2184,pos
5875,3875,720.431574,720.405321,720.43525,333.87595,332.964,341.4459,84,84,89364.59537,pos
5876,3876,720.489931,720.483501,720.492857,753.9772,752.5163,755.7768,89,89,178203.1972,pos
5877,3877,720.585495,720.582776,720.588311,959.2333,958.4517,960.716,89,89,144141.2712,pos
5878,3878,721.38663,721.38403,721.391396,397.03465,396.0242,399.774,102,102,3390609.147,pos
5879,3879,721.429631,721.427247,721.436694,740.85665,739.9508,741.8774,100,100,1554838.672,pos
5880,3880,721.888092,721.885829,721.890346,397.07945,396.0681,398.159,100,100,2235124.927,pos
5881,3881,721.931226,721.929027,721.938281,740.86495,739.9508,741.8774,100,100,1179380.701,pos
5882,3882,722.389856,722.386782,722.394754,397.05675,396.3362,399.774,100,100,929976.3769,pos
5883,3883,722.433071,722.430498,722.441706,740.6265,739.3502,741.4807,100,100,487081.2989,pos
5884,3884,722.53154,722.522959,722.542841,906.16875,899.0592,913.1998,104,104,189774.0103,pos
5885,3885,722.891109,722.888552,722.898287,396.9002,395.8821,398.5892,99,99,265985.8783,pos
5886,3886,722.934801,722.931702,722.941366,740.5552,737.9075,741.8968,93,93,123138.9447,pos
5887,3887,723.412876,723.392831,723.422297,396.3744,394.9118,399.774,57,57,29226.06312,pos
5888,3888,723.433042,723.430293,723.435639,353.16995,352.2066,353.8309,98,98,153099.6224,pos
5889,3889,723.520149,723.51771,723.522664,762.92255,761.6409,764.7247,80,80,247452.7266,pos
5890,3890,723.536123,723.53332,723.538352,876.1166,875.4197,877.1669,99,99,3279343.259,pos
5891,3891,724.459261,724.454172,724.465324,347.1238,345.9215,348.9949,99,99,176981.3854,pos
5892,3892,724.539297,724.536819,724.541619,876.1902,875.4197,877.1669,99,99,1277928.645,pos
5893,3893,725.388714,725.38392,725.391681,420.7997,419.9006,421.5414,71,71,69177.45082,pos
5894,3894,725.551417,725.549205,725.553954,902.6688,900.6839,904.3593,99,99,3261971.287,pos
5895,3895,725.897134,725.894368,725.900597,395.65125,394.2751,397.6738,88,88,108517.9107,pos
5896,3896,726.554855,726.552682,726.55725,902.6688,900.6839,904.3593,99,99,1282216.608,pos
5897,3897,726.896818,726.893576,726.900106,396.3362,394.3504,397.8237,71,71,63891.07765,pos
5898,3898,727.562451,727.557788,727.567263,899.693,886.5931,908.2947,97,97,437331.2837,pos
5899,3899,728.377301,728.373695,728.382888,395.7039,394.2191,397.2255,97,97,177065.9525,pos
5900,3900,728.418974,728.416526,728.422219,737.4116,735.7032,738.7562,100,100,318387.1941,pos
5901,3901,728.572325,728.562096,728.576131,884.7581,883.4921,901.6476,54,54,29389.99764,pos
5902,3902,728.78168,728.778609,728.784629,833.4829,832.2292,835.9715,79,79,98534.37305,pos
5903,3903,728.878901,728.874806,728.885424,395.5846,393.6411,397.2179,80,80,96028.81741,pos
5904,3904,728.921222,728.918714,728.927286,737.9301,736.4504,739.24,98,98,208061.1854,pos
5905,3905,729.11659,729.114154,729.119193,833.1696,831.5068,834.9609,79,79,105429.3479,pos
5906,3906,729.373614,729.370582,729.376072,396.8281,395.4424,397.6341,99,99,313597.5733,pos
5907,3907,729.426795,729.424521,729.429429,641.6995,640.5066,642.9325,96,96,302952.5685,pos
5908,3908,729.421618,729.417852,729.428351,738.6639,736.9206,740.5687,87,87,137592.7054,pos
5909,3909,729.5855,729.583011,729.587985,908.7001,907.9016,909.8374,99,99,684365.1068,pos
5910,3910,729.930677,729.928075,729.932984,400.21345,399.0904,401.1554,98,98,427288.1014,pos
5911,3911,729.928498,729.926319,729.931035,641.8214,640.1459,643.152,75,75,164455.3881,pos
5912,3912,730.434923,730.432756,730.43808,731.15395,729.8994,732.1601,100,100,253648.3701,pos
5913,3913,730.430635,730.426943,730.433339,400.3341,399.237,401.5867,98,98,241080.8816,pos
5914,3914,730.533047,730.530396,730.535822,886.02405,885.052,888.1204,100,100,868207.7798,pos
5916,3916,730.936542,730.933586,730.939584,731.09565,730.0413,732.5979,100,100,176393.429,pos
5917,3917,731.536319,731.533816,731.539247,885.9199,884.9418,887.503,97,97,351432.5818,pos
5918,3918,731.601247,731.598598,731.603948,936.3047,935.228,937.6791,100,100,1251379.352,pos
5919,3919,732.407932,732.374529,732.410333,400.1387,399.2233,401.3919,101,101,360951.7934,pos
5920,3920,732.54852,732.546208,732.551176,908.886,908.0374,910.1481,99,99,1403641.455,pos
5921,3921,732.910855,732.876142,732.918902,399.6218,398.0339,401.5227,97,97,208188.1354,pos
5922,3922,733.386425,733.383498,733.388943,448.1965,446.3317,449.4387,91,91,111837.5926,pos
5923,3923,733.419226,733.410643,733.428639,397.4396,395.2304,400.6488,58,58,27393.47338,pos
5924,3924,733.552003,733.549627,733.554697,908.8791,908.0374,910.1191,99,99,561038.9147,pos
5925,3925,733.609738,733.60668,733.613233,937.3138,936.1536,941.4843,69,69,117501.5006,pos
5926,3926,734.448849,734.444579,734.450734,446.1032,445.4418,446.9478,86,86,68028.6917,pos
5927,3927,734.564418,734.561915,734.567081,937.0555,936.3324,938.2933,99,99,625708.7549,pos
5928,3928,735.372864,735.370428,735.375914,437.3639,436.1128,438.1041,87,87,116642.2693,pos
5929,3929,735.567742,735.565456,735.570681,936.88555,936.0192,938.0192,100,100,256905.3712,pos
5930,3930,736.428049,736.425642,736.430042,341.5226,340.6237,342.2496,99,99,1672182.243,pos
5931,3931,737.393409,737.390868,737.395412,508.37665,503.9337,514.4997,82,82,338733.4276,pos
5932,3932,737.431567,737.429159,737.433408,341.5414,340.6237,342.2496,99,99,542989.1407,pos
5933,3933,737.504638,737.501678,737.50702,507.6564,503.1678,513.4695,90,90,652628.831,pos
5934,3934,737.615953,737.613388,737.618483,507.666,503.9337,513.9789,89,89,890698.7538,pos
5935,3935,737.727422,737.724845,737.730076,507.7197,503.9337,513.9789,89,89,837342.1904,pos
5936,3936,737.838701,737.836401,737.841147,507.7398,503.874,513.9789,87,87,668843.8858,pos
5937,3937,737.916044,737.913612,737.919025,466.4359,465.4252,467.6865,79,79,77883.81652,pos
5938,3938,737.950063,737.94776,737.952886,507.72975,503.9337,513.0152,82,82,440818.1552,pos
5939,3939,738.061462,738.05892,738.064071,507.99535,504.0797,513.0152,76,76,250168.8723,pos
5940,3940,738.173034,738.170465,738.175658,507.99535,505.1549,512.0835,64,64,126427.4221,pos
5941,3941,738.443968,738.441422,738.446047,400.246,399.4618,400.8126,99,99,605208.8703,pos
5942,3942,738.945625,738.942492,738.947724,400.1901,399.2271,401.1106,100,100,436227.6233,pos
5943,3943,739.403767,739.40154,739.406213,446.4263,445.4418,447.0864,94,94,214160.5771,pos
5944,3944,739.447115,739.444013,739.449353,399.9963,399.1879,401.2025,94,94,159393.9801,pos
5945,3945,740.394437,740.391797,740.397088,466.57,465.6588,467.579,97,97,277827.6263,pos
5946,3946,740.459381,740.457007,740.461387,353.6003,352.8811,354.2195,100,100,1195404.652,pos
5947,3947,740.546549,740.544126,740.548961,762.5051,761.8117,763.1971,100,100,464897.2387,pos
5948,3948,740.896155,740.893552,740.89822,466.4994,465.6074,467.5393,95,95,188068.6914,pos
5949,3949,740.921626,740.918849,740.923881,400.3464,399.8039,401.2467,99,99,1521692.174,pos
5950,3950,740.964366,740.961658,740.967225,740.7826,739.9508,742.3358,99,99,398896.622,pos
5951,3951,741.383174,741.380801,741.385131,341.599,340.4772,342.2496,99,99,3215885.339,pos
5952,3952,741.423191,741.420442,741.425444,400.3309,399.5485,401.869,100,100,1071825.14,pos
5953,3953,741.470074,741.467523,741.472732,759.7065,758.7556,760.8582,100,100,870915.8226,pos
5954,3954,741.462896,741.460493,741.464761,353.4065,352.6688,354.0884,99,99,380929.8309,pos
5955,3955,741.549795,741.546894,741.552382,762.30595,761.56,763.03,94,94,171022.0378,pos
5956,3956,741.924664,741.922094,741.927246,400.3019,399.2271,401.1585,99,99,447585.3346,pos
5957,3957,741.968309,741.964989,741.970531,740.749,739.5428,742.0033,77,77,87735.40053,pos
5958,3958,742.386898,742.384272,742.388736,341.6495,340.4772,342.2882,99,99,1056396.807,pos
5959,3959,742.426008,742.421107,742.42843,400.2893,398.7691,402.0978,88,88,103301.3912,pos
5960,3960,742.465405,742.462274,742.467301,352.9743,352.0971,353.7574,73,73,56277.01375,pos
5961,3961,742.473817,742.471338,742.476723,760.2484,758.62,761.079,100,100,325059.3321,pos
5962,3962,742.569156,742.565182,742.572242,931.9793,931.0192,961.3373,106,100,549532.2152,pos
5963,3963,743.399745,743.373399,743.401757,400.5206,399.5207,401.3097,100,100,2771207.584,pos
5964,3964,743.44281,743.440334,743.445179,740.50655,739.6484,741.4251,100,100,1613510.19,pos
5965,3965,743.574208,743.570142,743.576702,931.7587,930.6715,932.8853,94,94,240633.1374,pos
5966,3966,743.901718,743.898621,743.903639,400.5218,399.5207,401.5145,99,99,1905831.363,pos
5967,3967,743.9442,743.941827,743.947261,740.49095,739.4601,741.4251,100,100,1257209.627,pos
5968,3968,744.403229,744.375158,744.405635,400.4309,398.7863,401.3097,101,101,820032.1792,pos
5969,3969,744.446023,744.44357,744.468559,740.4112,739.4744,771.4975,105,99,534715.1811,pos
5970,3970,744.548481,744.546327,744.550922,901.10895,899.94,902.4444,100,100,319057.4893,pos
5971,3971,744.58375,744.581704,744.587383,940.569,937.7286,945.3007,96,96,439658.1963,pos
5972,3972,744.904455,744.901835,744.906918,400.5218,398.5211,401.3639,99,99,220640.9595,pos
5973,3973,744.947793,744.945364,744.954952,740.2922,738.7275,772.7325,95,94,141380.2165,pos
5974,3974,745.414685,745.412171,745.416426,353.7743,352.9409,354.3459,100,100,2664449.613,pos
5975,3975,745.50168,745.499501,745.504092,762.6863,762.1087,763.4837,100,100,3412691.057,pos
5976,3976,745.551955,745.549313,745.554215,901.07675,899.94,902.0763,88,88,130406.3835,pos
5977,3977,745.589849,745.582073,745.604886,940.8601,937.9862,954.5053,75,75,156451.6301,pos
5978,3978,746.417921,746.415483,746.420178,353.6342,352.6172,354.2546,100,100,865703.0682,pos
5979,3979,746.505098,746.502775,746.507506,762.73225,762.0245,763.4837,100,100,1321206.761,pos
5980,3980,746.565169,746.562694,746.568294,925.7196,924.6399,926.8195,100,100,262753.8674,pos
5981,3981,746.60169,746.598539,746.604419,963.43835,962.1636,964.6289,100,100,391122.6866,pos
5982,3982,747.420587,747.417958,747.422976,353.28355,352.3344,353.8966,92,92,183127.5969,pos
5983,3983,747.507934,747.505599,747.510269,762.02695,761.2528,763.0616,100,100,308367.4141,pos
5984,3984,747.51743,747.514423,747.519404,793.4404,792.7784,794.7614,72,72,119800.508,pos
5985,3985,747.568251,747.565329,747.570501,925.3601,924.6802,926.7117,70,70,95662.83592,pos
5986,3986,747.604499,747.601647,747.607529,963.64385,962.7103,965.5761,92,92,161055.1392,pos
5987,3987,749.551726,749.54897,749.554531,884.077,882.6955,885.1961,88,88,118894.5632,pos
5988,3988,750.389497,750.386669,750.398643,399.02725,397.2612,400.8386,78,78,91661.44622,pos
5989,3989,750.432231,750.429772,750.444666,737.4001,736.1733,738.8763,99,99,278489.1679,pos
5990,3990,750.538503,750.53585,750.54106,933.034,932.178,934.3144,91,91,170461.8597,pos
5991,3991,750.934142,750.931351,750.944744,737.4041,735.9951,738.4592,99,99,199327.1121,pos
5992,3992,751.38692,751.384292,751.389263,400.2875,399.2457,401.1957,99,99,261588.1739,pos
5993,3993,751.439846,751.437327,751.442375,641.88375,640.5714,643.7635,98,98,315294.958,pos
5994,3994,751.433083,751.430306,751.441813,738.736,737.5411,740.5687,85,85,129469.4645,pos
5995,3995,751.567288,751.564711,751.569723,908.3311,907.3867,909.549,100,100,285395.8962,pos
5996,3996,751.943738,751.940875,751.946011,403.3189,402.3184,404.1489,98,98,267958.392,pos
5997,3997,751.941559,751.938958,751.944592,641.87585,640.3555,643.6884,92,92,226337.7854,pos
