idx,idx_old,mz,mzmin,mzmax,rt,rtmin,rtmax,npeaks,samples,MPA,polarity,tp1_food_YESvsNO,id,P_1,p<0.05,"p,0.01",sign_1
5649,3649,672.404548,672.40242,672.406746,389.72685,388.7533,390.8496,100,100,1297019.667,pos,TRUE,5649,0.53162,0,0,1
5650,3650,672.432481,672.430328,672.435714,757.913,756.7672,759.6607,99,99,268127.1826,pos,TRUE,5650,0.033736,TRUE,0,1
5651,3651,672.572945,672.570061,672.575546,1152.588,1145.5032,1159.9794,99,99,3424096.383,pos,FALSE,NA,NA,NA,NA,NA
5652,3652,672.622315,672.619632,672.62439,1074.14835,1072.4894,1075.9818,98,98,541396.8331,pos,FALSE,NA,NA,NA,NA,NA
5653,3653,672.90642,672.904044,672.908233,389.74265,388.893,390.8496,100,100,793437.0998,pos,TRUE,5653,0.335132,0,0,1
5654,3654,673.336469,673.33405,673.338469,338.62095,337.6896,339.2294,100,100,425306.3385,pos,TRUE,5654,0.42796,0,0,1
5656,3656,673.407855,673.405149,673.410109,389.702,388.7533,390.509,98,98,295653.5888,pos,TRUE,5656,0.159153,0,0,1
5657,3657,673.444961,673.442858,673.447003,654.3832,653.506,655.3587,97,97,424917.6232,pos,TRUE,5657,0.02422,TRUE,0,1
5658,3658,673.424651,673.422426,673.428339,763.3087,761.6804,764.3645,95,95,280798.2146,pos,TRUE,5658,0.008654,TRUE,TRUE,1
5659,3659,673.52321,673.521136,673.52589,842.92385,841.988,843.7055,98,98,358833.6992,pos,TRUE,5659,0.019921,TRUE,0,1
5660,3660,673.576296,673.573475,673.578779,1152.5293,1145.5032,1159.9794,97,97,714851.3407,pos,FALSE,NA,NA,NA,NA,NA
5661,3661,673.625976,673.622963,673.628069,1074.029,1072.2322,1075.9818,93,93,229689.0925,pos,FALSE,NA,NA,NA,NA,NA
5662,3662,674.34021,674.33811,674.342417,338.5007,337.5956,339.393,67,67,107901.9916,pos,FALSE,NA,NA,NA,NA,NA
5663,3663,674.355091,674.352856,674.357505,460.2803,459.5973,461.0781,98,98,277316.86,pos,TRUE,5663,0.438387,0,0,1
5664,3664,674.351382,674.349568,674.353974,389.4196,388.6731,390.3689,99,99,377819.7091,pos,TRUE,5664,0.244452,0,0,1
5665,3665,674.426928,674.424267,674.432409,763.81985,762.5138,765.2215,56,56,52906.10765,pos,FALSE,NA,NA,NA,NA,NA
5666,3666,674.448423,674.44603,674.45051,654.7301,653.6569,655.4902,88,88,126319.7305,pos,TRUE,5666,0.075787,0,0,1
5667,3667,674.526495,674.524016,674.528763,842.64145,841.912,843.487,86,86,136563.1078,pos,TRUE,5667,0.015902,TRUE,0,1
5668,3668,674.579842,674.57673,674.581972,1152.5293,1145.0499,1159.9794,77,77,95765.40362,pos,FALSE,NA,NA,NA,NA,NA
5669,3669,674.856755,674.854602,674.858966,460.0993,459.3321,461.2223,97,97,165710.0473,pos,TRUE,5669,0.102371,0,0,-1
5670,3670,674.882156,674.880057,674.884361,389.7839,389.0794,390.6952,99,99,3080810.999,pos,TRUE,5670,0.443205,0,0,1
5671,3671,674.925537,674.922792,674.927863,741.9663,741.1281,743.7187,99,99,303761.1599,pos,TRUE,5671,0.006027,TRUE,TRUE,1
5672,3672,675.383957,675.381864,675.386002,389.8486,389.0794,390.6952,99,99,1980874.67,pos,TRUE,5672,0.903454,0,0,1
5673,3673,675.375439,675.373209,675.378247,333.5628,332.7782,335.4827,92,92,438268.9527,pos,TRUE,5673,0.639568,0,0,1
5674,3674,675.459984,675.428818,675.462077,754.3026,741.2063,755.2677,99,99,500649.911,pos,TRUE,5674,0.00549,TRUE,TRUE,1
5675,3675,675.538945,675.536292,675.541107,869.3802,868.6934,870.1639,100,100,3682732.711,pos,TRUE,5675,0.001223,TRUE,TRUE,1
5676,3676,675.885509,675.883269,675.887487,389.8262,388.9203,390.8029,99,99,751007.1053,pos,TRUE,5676,0.873065,0,0,1
5677,3677,676.386568,676.384364,676.388889,389.5302,388.4036,391.3043,98,98,172532.1713,pos,TRUE,5677,0.642061,0,0,1
5678,3678,676.39841,676.378672,676.409042,325.9755,323.6698,333.246,100,100,258328.2713,pos,TRUE,5678,0.82894,0,0,1
5679,3679,676.438898,676.435175,676.441752,862.9858,861.7696,864.6055,97,97,111890.9008,pos,TRUE,5679,0.758034,0,0,1
5680,3680,676.463423,676.459571,676.466231,753.80535,752.8099,755.2677,96,96,162801.1799,pos,TRUE,5680,0.002157,TRUE,TRUE,1
5681,3681,676.542363,676.539697,676.544611,869.42385,868.6934,870.1639,100,100,1331478.933,pos,TRUE,5681,0.001536,TRUE,TRUE,1
5682,3682,676.941601,676.938618,676.944493,862.66075,861.4458,863.8912,92,92,75105.02019,pos,TRUE,5682,0.881768,0,0,1
5683,3683,677.360273,677.357846,677.362044,389.8411,389.0368,390.8496,100,100,4330899.81,pos,TRUE,5683,0.031988,TRUE,0,1
5684,3684,677.403374,677.401384,677.405545,741.80885,740.7022,742.849,100,100,1251441.036,pos,TRUE,5684,0.011914,TRUE,0,1
5685,3685,677.546919,677.544434,677.550002,870.6332,869.469,872.8653,97,97,311873.3601,pos,TRUE,5685,0.008234,TRUE,TRUE,1
5686,3686,677.861907,677.859574,677.863635,389.8461,389.1856,390.6952,99,99,2820216.066,pos,TRUE,5686,0.212736,0,0,1
5687,3687,677.905073,677.9029,677.907508,741.8341,741.0337,742.849,100,100,885700.9929,pos,TRUE,5687,0.041765,TRUE,0,1
5688,3688,678.07689,678.074148,678.079866,736.8096,734.5705,738.2411,57,57,30022.59581,pos,FALSE,NA,NA,NA,NA,NA
5689,3689,678.292458,678.289563,678.294372,682.0818,681.0129,683.3761,59,59,48028.65863,pos,FALSE,NA,NA,NA,NA,NA
5690,3690,678.363254,678.361215,678.365333,389.7892,389.1471,390.5579,99,99,1077599.45,pos,TRUE,5690,0.007075,TRUE,TRUE,1
5691,3691,678.407103,678.404723,678.40972,741.288,739.6076,742.3549,99,99,345594.0213,pos,TRUE,5691,0.076591,0,0,1
5692,3692,678.455526,678.453024,678.458202,863.3124,862.06,865.0339,63,63,38042.92744,pos,FALSE,NA,NA,NA,NA,NA
5693,3693,678.864856,678.862594,678.867866,389.7443,388.716,390.8029,99,99,287827.1997,pos,TRUE,5693,0.68071,0,0,1
5694,3694,679.393936,679.368977,679.396806,736.6326,724.9154,737.752,68,68,111776.9642,pos,FALSE,NA,NA,NA,NA,NA
5696,3696,679.406822,679.404736,679.408555,346.20695,345.38,346.6776,100,100,381420.8015,pos,TRUE,5696,0.889518,0,0,1
5697,3697,679.494092,679.491761,679.496073,763.5177,761.7524,764.7247,89,89,289316.6018,pos,TRUE,5697,0.03606,TRUE,0,1
5698,3698,679.72956,679.72711,679.733738,736.8309,734.9398,738.8763,95,95,173814.7638,pos,TRUE,5698,0.606271,0,0,1
5699,3699,680.063545,680.060498,680.065933,736.6767,735.1505,737.9088,72,72,72823.81143,pos,FALSE,NA,NA,NA,NA,NA
5700,3700,680.432165,680.410295,680.436919,339.9648,338.186,346.278,99,99,257464.5466,pos,TRUE,5700,0.3317,0,0,1
5701,3701,680.497938,680.495429,680.516762,763.91425,761.6409,766.0947,62,62,102441.3818,pos,FALSE,NA,NA,NA,NA,NA
5702,3702,681.362806,681.339272,681.368277,416.03,387.2601,416.9255,91,87,82746.5444,pos,FALSE,NA,NA,NA,NA,NA
5703,3703,681.871456,681.868713,681.874174,388.7735,387.7034,389.7077,98,98,258752.364,pos,TRUE,5703,0.727667,0,0,1
5704,3704,682.323615,682.320706,682.326202,746.8897,745.9938,748.1781,57,57,35415.7203,pos,FALSE,NA,NA,NA,NA,NA
5705,3705,682.373116,682.355635,682.37578,388.341,387.2333,423.1156,97,96,150253.2605,pos,TRUE,5705,0.199279,0,0,-1
5706,3706,682.871014,682.868036,682.874034,389.2051,387.8814,390.2953,97,97,138131.8097,pos,TRUE,5706,0.202608,0,0,-1
5708,3708,684.349941,684.347413,684.35507,388.4556,387.0637,389.5638,99,99,315424.7131,pos,TRUE,5708,0.125597,0,0,-1
5709,3709,684.392786,684.390102,684.398922,738.1013,736.6737,739.499,99,99,314693.8883,pos,TRUE,5709,0.183673,0,0,1
5710,3710,684.755836,684.753508,684.758805,836.1576,834.9953,837.7949,97,97,148117.3375,pos,TRUE,5710,0.410647,0,0,1
5711,3711,684.851598,684.849131,684.859327,388.5429,387.5427,389.9811,97,97,185522.0538,pos,TRUE,5711,0.177241,0,0,-1
5712,3712,684.894951,684.892291,684.903791,738.8458,737.4116,740.224,97,97,183677.1567,pos,TRUE,5712,0.142448,0,0,1
5713,3713,685.090505,685.088433,685.093146,835.59655,834.277,836.9194,96,96,154790.9741,pos,TRUE,5713,0.957395,0,0,1
5714,3714,685.347627,685.345018,685.35025,389.6542,388.7576,390.509,99,99,402375.4354,pos,TRUE,5714,0.568446,0,0,1
5715,3715,685.40061,685.39799,685.403222,641.3987,640.0066,642.6052,98,98,231193.7873,pos,TRUE,5715,0.046402,TRUE,0,1
5716,3716,685.395695,685.391716,685.401901,738.3009,733.8796,740.7023,80,80,108071.5123,pos,TRUE,5716,0.201153,0,0,1
5717,3717,685.430801,685.427537,685.433148,908.7001,907.9121,912.5751,87,87,96143.52859,pos,FALSE,NA,NA,NA,NA,NA
5718,3718,685.444833,685.442061,685.447642,772.60645,771.6466,773.4168,84,84,93269.55799,pos,TRUE,5718,0.428663,0,0,1
5719,3719,685.426933,685.423842,685.438469,836.2949,833.966,846.0772,55,55,50376.29309,pos,FALSE,NA,NA,NA,NA,NA
5720,3720,685.549246,685.545974,685.551056,1142.817,1138.5793,1148.9624,62,62,54998.79749,pos,FALSE,NA,NA,NA,NA,NA
5721,3721,685.904404,685.902065,685.90643,393.4183,392.2868,394.1376,99,99,718469.6049,pos,TRUE,5721,0.657145,0,0,-1
5722,3722,686.405711,686.402928,686.409221,393.49085,392.3288,394.3181,98,98,409282.5177,pos,TRUE,5722,0.742565,0,0,1
5723,3723,686.408716,686.40352,686.413129,731.9315,729.9029,733.1706,96,96,201776.763,pos,TRUE,5723,0.022304,TRUE,0,1
5724,3724,686.638177,686.635236,686.640179,1094.40845,1092.2922,1097.3086,64,64,74425.00071,pos,FALSE,NA,NA,NA,NA,NA
5725,3725,686.90904,686.904188,686.916601,392.71965,390.0938,395.0118,98,98,152332.727,pos,TRUE,5725,0.207309,0,0,1
5726,3726,686.910603,686.907876,686.913524,731.94265,730.2861,733.0084,86,86,124815.1627,pos,TRUE,5726,0.047134,TRUE,0,1
5727,3727,687.42376,687.421031,687.427589,649.4024,647.8347,651.4963,89,89,102011.5195,pos,TRUE,5727,0.031331,TRUE,0,1
5728,3728,687.543708,687.540612,687.546246,1153.1675,1146.6369,1160.9491,97,97,519317.2353,pos,FALSE,NA,NA,NA,NA,NA
5729,3729,687.565003,687.561601,687.566752,1111.59695,1109.7001,1114.309,92,92,212469.372,pos,FALSE,NA,NA,NA,NA,NA
5730,3730,688.381599,688.379476,688.384213,393.4372,392.6792,394.5347,99,99,607950.5414,pos,TRUE,5730,0.869369,0,0,1
5731,3731,688.54721,688.544004,688.549656,1153.1315,1146.6369,1159.9794,93,93,244454.4555,pos,FALSE,NA,NA,NA,NA,NA
5732,3732,688.568525,688.564924,688.570168,1111.6095,1109.2322,1114.309,74,74,97278.58979,pos,FALSE,NA,NA,NA,NA,NA
5733,3733,688.885986,688.881158,688.892541,392.79535,391.4647,394.638,98,98,368305.0199,pos,TRUE,5733,0.717541,0,0,1
5734,3734,689.360347,689.357714,689.364236,443.1512,441.7463,444.4257,93,93,124857.4556,pos,FALSE,NA,NA,NA,NA,NA
5735,3735,689.39365,689.37991,689.403102,391.1699,387.948,395.0613,94,94,129742.1446,pos,TRUE,5735,0.754778,0,0,1
5736,3736,689.554313,689.552064,689.560272,886.0127,885.429,918.4996,101,101,1421940.36,pos,TRUE,5736,0.004462,TRUE,TRUE,1
5737,3737,689.861648,689.858921,689.86533,442.8046,441.4687,444.3428,60,60,31729.76857,pos,FALSE,NA,NA,NA,NA,NA
5738,3738,690.410931,690.408057,690.422287,753.7119,752.3678,756.8481,71,71,57459.68591,pos,TRUE,5738,0.480281,0,0,1
5739,3739,690.422559,690.42021,690.425211,442.08535,441.3646,442.6733,92,92,77506.75368,pos,TRUE,5739,0.227831,0,0,1
5740,3740,690.455488,690.453079,690.458201,952.04345,950.5192,955.8589,84,84,89337.23211,pos,FALSE,NA,NA,NA,NA,NA
5741,3741,690.557916,690.555401,690.560201,886.01715,885.3114,886.9697,100,100,542774.7152,pos,TRUE,5741,0.006242,TRUE,TRUE,1
5742,3742,690.957236,690.954771,690.960178,952.0916,950.5323,955.8589,74,74,65101.08521,pos,FALSE,NA,NA,NA,NA,NA
5743,3743,691.347058,691.344302,691.348829,432.7766,431.8373,434.167,81,81,85954.34693,pos,TRUE,5743,0.297349,0,0,1
5744,3744,691.560843,691.558762,691.563344,886.0127,885.229,886.7584,69,69,106263.4513,pos,FALSE,NA,NA,NA,NA,NA
5745,3745,692.401981,692.399808,692.404205,333.8529,332.8781,334.386,99,99,2048479.207,pos,TRUE,5745,0.803729,0,0,1
5746,3746,693.405616,693.403188,693.407329,333.8983,332.8781,334.8569,99,99,631428.6764,pos,TRUE,5746,0.728491,0,0,1
5747,3747,693.41124,693.373116,693.415331,758.9651,740.2233,760.8652,69,69,99164.00066,pos,FALSE,NA,NA,NA,NA,NA
5748,3748,693.554,693.551402,693.556833,990.8877,985.9832,997.2345,67,67,78380.73488,pos,FALSE,NA,NA,NA,NA,NA
5749,3749,693.890096,693.887329,693.892829,462.4065,461.0113,463.4456,97,97,114697.7252,pos,FALSE,NA,NA,NA,NA,NA
5750,3750,694.070037,694.068106,694.072851,736.5625,735.326,738.9331,82,82,99462.78088,pos,TRUE,5750,0.646326,0,0,-1
5751,3751,694.417706,694.415425,694.41983,393.3813,392.2868,394.509,100,100,1085840.214,pos,TRUE,5751,0.930057,0,0,1
5752,3752,694.407536,694.404589,694.408772,333.1302,332.2851,334.4198,82,82,90670.11266,pos,FALSE,NA,NA,NA,NA,NA
5753,3753,694.403902,694.400181,694.406234,736.0785,734.6853,737.3763,71,71,98632.86191,pos,FALSE,NA,NA,NA,NA,NA
5754,3754,694.919394,694.917184,694.921397,393.30315,392.4044,394.509,100,100,728027.3785,pos,TRUE,5754,0.220456,0,0,1
5755,3755,695.340995,695.338321,695.345892,389.3238,387.391,391.0098,59,59,33556.39607,pos,FALSE,NA,NA,NA,NA,NA
5756,3756,695.37782,695.375415,695.380248,442.4065,441.57,443.0996,97,97,208415.8024,pos,TRUE,5756,0.151122,0,0,1
5757,3757,695.42086,695.418356,695.422926,393.2369,392.294,394.159,99,99,268039.1815,pos,TRUE,5757,0.182607,0,0,1
5758,3758,695.505143,695.502359,695.50782,842.89825,842.126,843.8165,98,98,190252.3993,pos,TRUE,5758,0.005018,TRUE,TRUE,1
5759,3759,695.569578,695.566508,695.57191,1092.97725,1086.5083,1099.74,98,98,2543849.504,pos,FALSE,NA,NA,NA,NA,NA
5760,3760,696.368064,696.366153,696.371454,462.41405,461.5336,463.369,98,98,286198.9932,pos,TRUE,5760,0.4429,0,0,1
5761,3761,696.364608,696.362256,696.366952,392.9763,391.8773,394.2652,98,98,286062.61,pos,TRUE,5761,0.649124,0,0,-1
5762,3762,696.43322,696.431018,696.435022,346.43575,345.8089,347.0121,100,100,2157548.272,pos,TRUE,5762,0.884683,0,0,-1
5763,3763,696.520591,696.518605,696.522743,762.9421,762.2593,763.5783,99,99,466280.6197,pos,TRUE,5763,0.017027,TRUE,0,1
5764,3764,696.573039,696.569875,696.575187,1092.8495,1086.5083,1099.74,97,97,1186322.216,pos,FALSE,NA,NA,NA,NA,NA
5765,3765,696.869966,696.867562,696.872158,462.3771,461.4644,463.2575,98,98,190144.8085,pos,TRUE,5765,0.84418,0,0,1
5766,3766,696.895148,696.892985,696.897239,393.4658,392.7796,394.137,99,99,2656964.007,pos,TRUE,5766,0.792915,0,0,1
5767,3767,696.93847,696.9363,696.941152,741.5339,740.5252,742.9389,100,100,349009.5467,pos,TRUE,5767,0.058604,0,0,1
5768,3768,697.357162,697.354903,697.359258,333.49745,332.6008,334.1655,100,100,4385761.333,pos,TRUE,5768,0.973255,0,0,1
5769,3769,697.396946,697.394835,697.399147,393.4613,392.2868,394.509,100,100,1720848.834,pos,TRUE,5769,0.568099,0,0,1
5770,3770,697.436818,697.434537,697.438523,346.37915,345.6918,346.9422,100,100,639921.6855,pos,TRUE,5770,0.958741,0,0,1
5771,3771,697.443625,697.441257,697.44613,759.64335,756.7426,761.0412,98,98,677664.992,pos,TRUE,5771,0.00281,TRUE,TRUE,1
5772,3772,697.520677,697.518062,697.522953,869.3898,868.6934,870.1639,100,100,2213446.088,pos,TRUE,5772,0.000837,TRUE,TRUE,1
5773,3773,697.576476,697.573231,697.578665,1092.9013,1087.0537,1099.74,89,89,262119.169,pos,FALSE,NA,NA,NA,NA,NA
5774,3774,697.585261,697.582641,697.5876,1194.8484,1187.1462,1204.1788,83,83,178077.022,pos,FALSE,NA,NA,NA,NA,NA
5775,3775,697.898455,697.896053,697.900334,393.4137,392.2868,394.2846,99,99,662164.1081,pos,TRUE,5775,0.952167,0,0,1
5776,3776,697.942031,697.938777,697.945126,741.3367,740.1947,743.3064,82,82,75058.6394,pos,FALSE,NA,NA,NA,NA,NA
5777,3777,698.360769,698.358355,698.362873,333.5657,332.6523,334.4198,100,100,1271523.057,pos,TRUE,5777,0.751046,0,0,1
5778,3778,698.399798,698.39731,698.402806,393.3375,392.3421,394.629,97,97,183592.5843,pos,TRUE,5778,0.869418,0,0,1
5779,3779,698.439429,698.436242,698.441206,346.02055,345.0888,346.7458,98,98,130378.7524,pos,TRUE,5779,0.289906,0,0,1
5780,3780,698.447932,698.445366,698.450329,760.3365,758.8273,761.305,99,99,187719.1953,pos,TRUE,5780,0.000358,TRUE,TRUE,1
5781,3781,698.523939,698.521522,698.526264,869.37235,868.6934,870.3506,100,100,816794.8613,pos,TRUE,5781,0.001208,TRUE,TRUE,1
5782,3782,698.588963,698.58599,698.590774,1195.2467,1186.8383,1203.6995,71,71,86088.3512,pos,FALSE,NA,NA,NA,NA,NA
5783,3783,698.955168,698.95149,698.957297,861.0632,859.4815,862.6951,69,69,48329.72075,pos,FALSE,NA,NA,NA,NA,NA
5784,3784,699.363151,699.360825,699.365633,333.3313,332.1118,333.919,99,99,266942.9957,pos,FALSE,NA,NA,NA,NA,NA
5785,3785,699.373554,699.370804,699.377778,393.481,392.7784,394.1906,99,99,4046136.273,pos,TRUE,5785,0.212827,0,0,1
5786,3786,699.416467,699.414209,699.423608,741.301,740.1591,742.3358,99,99,1431512.117,pos,TRUE,5786,0.159515,0,0,1
5787,3787,699.43306,699.43058,699.459049,834.8251,832.4593,862.3901,61,61,71795.73391,pos,FALSE,NA,NA,NA,NA,NA
5788,3788,699.529509,699.52658,699.532869,869.84025,866.5789,872.4292,98,98,204875.2074,pos,TRUE,5788,0.003644,TRUE,TRUE,1
5789,3789,699.76594,699.763238,699.769624,834.8485,833.1371,836.0439,95,95,151135.1352,pos,TRUE,5789,0.788798,0,0,1
5790,3790,699.875257,699.872607,699.878839,393.52705,392.7865,394.5347,100,100,2563405.917,pos,TRUE,5790,0.064458,0,0,1
5791,3791,699.918165,699.915798,699.921089,741.3418,740.5408,742.3358,99,99,1042079.481,pos,TRUE,5791,0.033445,TRUE,0,1
5792,3792,700.100062,700.097603,700.102936,834.66175,833.0802,836.6928,72,72,76672.76012,pos,FALSE,NA,NA,NA,NA,NA
5793,3793,700.377307,700.374533,700.381273,393.6103,392.7669,395.729,100,100,1033931.968,pos,TRUE,5793,0.005745,TRUE,TRUE,1
5794,3794,700.419772,700.417692,700.422586,741.2153,739.6484,742.9088,100,100,422077.3188,pos,TRUE,5794,0.130297,0,0,1
5795,3795,700.879091,700.875144,700.882393,393.535,392.4129,394.5457,99,99,292135.1179,pos,TRUE,5795,0.272406,0,0,1
5796,3796,700.921298,700.917985,700.923933,741.16725,739.1867,742.4355,84,84,94526.84977,pos,TRUE,5796,0.671813,0,0,1
5797,3797,701.388368,701.386229,701.390244,346.55455,345.8332,347.2429,100,100,4125820.876,pos,TRUE,5797,0.100374,0,0,1
5798,3798,701.475865,701.473698,701.477947,763.1143,762.3829,764.0004,99,99,3860110.519,pos,TRUE,5798,0.009301,TRUE,TRUE,1
5799,3799,701.554272,701.55184,701.556546,876.2573,875.5695,877.1669,99,99,4802381.275,pos,TRUE,5799,0.006474,TRUE,TRUE,1
5800,3800,702.391858,702.389735,702.393708,346.5789,345.7778,347.2429,100,100,1243541.025,pos,TRUE,5800,0.05155,0,0,1
5801,3801,702.47931,702.476935,702.48155,763.1676,762.4498,763.9203,99,99,1344358.524,pos,TRUE,5801,0.005835,TRUE,TRUE,1
5802,3802,702.557734,702.555097,702.560064,876.2573,875.5695,877.1669,99,99,1864026.587,pos,TRUE,5802,0.007872,TRUE,TRUE,1
5803,3803,703.394414,703.391695,703.396557,346.2301,344.9976,346.8577,99,99,262033.5913,pos,TRUE,5803,0.21658,0,0,1
5804,3804,703.481954,703.479772,703.484169,762.9524,761.6409,763.8379,99,99,298897.4187,pos,TRUE,5804,0.005058,TRUE,TRUE,1
5805,3805,703.492066,703.490643,703.494028,793.9693,792.7784,796.3396,84,84,147741.034,pos,FALSE,NA,NA,NA,NA,NA
5806,3806,703.569279,703.560501,703.572233,903.3315,873.7072,904.799,131,100,6195028.743,pos,TRUE,5806,0.186364,0,0,1
5807,3807,703.884191,703.881627,703.886826,392.1829,390.5515,393.386,98,98,177078.4516,pos,TRUE,5807,0.248571,0,0,-1
5808,3808,704.385814,704.382602,704.388778,392.1567,390.8569,393.9104,90,90,100996.6937,pos,FALSE,NA,NA,NA,NA,NA
5809,3809,704.573075,704.562478,704.575489,903.3468,875.0249,904.4041,116,99,2462701.35,pos,TRUE,5809,0.192657,0,0,1
5810,3810,704.883719,704.880438,704.887076,392.8479,391.5011,394.2379,93,93,108903.1411,pos,FALSE,NA,NA,NA,NA,NA
5811,3811,705.578433,705.57565,705.581411,905.1501,903.3562,945.6087,100,100,607366.6838,pos,TRUE,5811,0.205711,0,0,1
5812,3812,706.363406,706.360535,706.366352,392.1895,390.7676,393.6864,98,98,239714.0408,pos,TRUE,5812,0.326808,0,0,-1
5813,3813,706.406344,706.403614,706.409185,738.51685,736.9206,739.8503,100,100,284791.8201,pos,TRUE,5813,0.163987,0,0,1
5814,3814,706.53346,706.530753,706.535556,903.9776,903.0881,904.8154,79,79,141825.7486,pos,FALSE,NA,NA,NA,NA,NA
5815,3815,706.865202,706.861952,706.867431,392.1011,390.2012,393.4137,87,87,132171.9566,pos,FALSE,NA,NA,NA,NA,NA
5816,3816,706.907968,706.905082,706.923733,738.4134,737.2808,739.663,97,97,205617.7839,pos,TRUE,5816,0.069914,0,0,1
5817,3817,707.360716,707.357537,707.363155,393.2791,392.4786,394.2379,99,99,368844.7812,pos,TRUE,5817,0.435601,0,0,1
5818,3818,707.413539,707.411246,707.416039,641.4819,640.531,643.0526,98,98,272639.4267,pos,TRUE,5818,0.034493,TRUE,0,1
5819,3819,707.407899,707.403198,707.412213,739.7849,737.4129,742.0608,89,89,119157.9625,pos,TRUE,5819,0.042683,TRUE,0,1
5820,3820,707.91753,707.915088,707.919515,396.8431,396.0242,397.6711,99,99,552300.3649,pos,TRUE,5820,0.314874,0,0,1
5821,3821,708.418657,708.414858,708.422324,396.9713,395.4424,398.0793,99,99,343776.0629,pos,TRUE,5821,0.394807,0,0,1
5822,3822,708.421363,708.418974,708.424632,731.5898,730.3287,732.6704,98,98,241514.6616,pos,TRUE,5822,0.09257,0,0,1
5823,3823,708.922952,708.920045,708.926156,731.5589,730.3287,732.9028,95,95,159668.3799,pos,TRUE,5823,0.19032,0,0,1
5824,3824,708.922158,708.915611,708.92855,396.3195,394.4452,398.3464,93,93,116314.9475,pos,FALSE,NA,NA,NA,NA,NA
5825,3825,709.079893,709.075626,709.083109,735.9951,734.6941,737.9929,55,55,30382.28994,pos,FALSE,NA,NA,NA,NA,NA
5826,3826,710.394789,710.392397,710.397177,396.8538,396.0242,397.6684,99,99,488199.2173,pos,TRUE,5826,0.933553,0,0,1
5827,3827,710.899492,710.891985,710.905475,396.2751,394.4277,397.745,98,98,283352.0627,pos,TRUE,5827,0.76698,0,0,1
5828,3828,711.373181,711.370666,711.377135,445.7235,444.6286,446.877,96,96,124107.0282,pos,TRUE,5828,0.831594,0,0,1
5829,3829,711.40713,711.392008,711.415113,394.5747,392.7865,398.263,83,83,97135.44552,pos,FALSE,NA,NA,NA,NA,NA
5830,3830,711.536159,711.533714,711.538901,886.0097,885.2522,886.9697,100,100,855747.4435,pos,TRUE,5830,0.000197,TRUE,TRUE,1
5831,3831,711.546692,711.540924,711.566415,1095.9596,1086.5083,1112.2032,87,87,336589.091,pos,FALSE,NA,NA,NA,NA,NA
5832,3832,711.875184,711.872628,711.878827,445.5209,444.3857,446.8358,59,59,33384.14682,pos,FALSE,NA,NA,NA,NA,NA
5833,3833,712.423138,712.416006,712.427443,753.13105,750.3248,754.7326,62,62,35527.53203,pos,FALSE,NA,NA,NA,NA,NA
5834,3834,712.468641,712.46562,712.471295,949.16585,947.6112,951.8953,70,70,56287.64128,pos,FALSE,NA,NA,NA,NA,NA
5835,3835,712.539593,712.537198,712.542154,885.67535,884.8501,886.779,100,100,339534.0259,pos,TRUE,5835,0.000443,TRUE,TRUE,1
5836,3836,712.549026,712.544052,712.569602,1095.6768,1088.8792,1111.259,71,71,152436.0827,pos,FALSE,NA,NA,NA,NA,NA
5837,3837,713.252337,713.24934,713.258584,627.9265,624.9247,629.9129,104,104,135808.629,pos,TRUE,5837,0.469479,0,0,-1
5838,3838,713.331072,713.328969,713.333415,333.3559,332.2555,334.2272,99,99,208645.9833,pos,TRUE,5838,0.265899,0,0,1
5839,3839,713.439082,713.435253,713.443124,650.8436,631.713,652.5466,75,75,64994.75775,pos,FALSE,NA,NA,NA,NA,NA
5840,3840,713.542653,713.540023,713.545328,885.5658,884.5078,886.8826,79,79,60740.62678,pos,FALSE,NA,NA,NA,NA,NA
5841,3841,714.10647,714.103336,714.108872,834.5231,832.8856,835.9364,92,92,125187.5102,pos,TRUE,5841,0.822236,0,0,1
5842,3842,714.441307,714.438175,714.444031,833.9133,832.4593,835.9458,97,97,143060.5892,pos,TRUE,5842,0.46708,0,0,1
5843,3843,714.775389,714.772878,714.778425,833.9374,832.5278,835.9364,66,66,63944.71842,pos,FALSE,NA,NA,NA,NA,NA
5844,3844,715.367494,715.364968,715.370385,312.4465,311.6822,313.4885,75,75,76002.36656,pos,FALSE,NA,NA,NA,NA,NA
5845,3845,715.454854,715.45249,715.457298,756.75615,755.6538,758.2662,100,100,620380.0213,pos,TRUE,5845,0.02562,TRUE,0,1
5846,3846,715.493605,715.490877,715.49687,507.16165,504.0702,511.6667,64,64,91456.79631,pos,FALSE,NA,NA,NA,NA,NA
5847,3847,715.604662,715.602374,715.607193,507.0153,504.3503,511.9927,63,63,105790.667,pos,FALSE,NA,NA,NA,NA,NA
5848,3848,715.716073,715.713793,715.718903,507.0541,503.874,511.9927,64,64,113004.309,pos,TRUE,5848,0.139113,0,0,1
5849,3849,715.903083,715.900606,715.905723,464.40575,463.5798,465.7444,96,96,103222.32,pos,FALSE,NA,NA,NA,NA,NA
5850,3850,716.404569,716.40161,716.407197,464.35125,463.2421,465.4661,74,74,52310.30887,pos,FALSE,NA,NA,NA,NA,NA
5851,3851,716.4308,716.428258,716.432919,396.8165,396.0242,397.7327,99,99,855487.4339,pos,TRUE,5851,0.268168,0,0,1
5852,3852,716.458537,716.455867,716.463564,756.5275,754.7289,758.4877,99,99,212611.3973,pos,TRUE,5852,0.00958,TRUE,TRUE,1
